 id,Complete english only reviews,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Sentiment_Label,Confidence_Score,model_agrees
292,"One of the best remakes of all time and still one of the best Resident Evil games. Between the visuals, the optimization, and the overall smoothness of the gameplay, the RE Engine time and time again proves it is perfect for this franchise.",TRUE,2681,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
293,beautiful graphics and design. story and setting are amazing. action is decent,TRUE,2680,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
294,"Such a great game, just like I remember when I was kid, The visuals and graphics made the game just unforgettable. Now after remembering my childhood I can keep my life one. One thing I love was the Regenerators played a longer role that was freaking scary when I though it finished they came again. Great game.",TRUE,2675,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
296,"I'll be upfront. I was never the biggest fan of the original RE4. The tank controls in RE games have never clicked with me. That's entirely on me, since I never play these games with a controller, which is clearly how they were designed to be played. That said, starting with the RE2 remake onward, controlling characters with mouse and keyboard has become significantly less of a chore compared to when tank controls were the standard.Now that I can actually get into this game and the two previous remakes, I can confidently say this is one of the best games I've ever played. The level of detail in the RE engine, combined with the gameplay tweaks, improved controls, and enhanced exploration, has made this game a fantastic addition to my library. Despite being roughly a 20-hour experience, I never found the game dragging at all. I've even replayed it on professional difficulty for those sweet achievement hunting opportunities.Solid game. Ashley is less annoying but still gets on my nerves. She's constantly up Leon's ass and whining about one thing or another. Not a dealbreaker though. I'm obviously just being a cranky old man about this.10/10 Buy this game and play it.",TRUE,2649,en,FALSE,FALSE,Positive,Positive,0.995,TRUE
297,leon is a emo character,TRUE,2647,en,FALSE,FALSE,Positive,Negative,0.9677,FALSE
298,I love you Ada Wong please notice me Im your biggest fan TT,TRUE,2638,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
299,RE4 is bigger than this whole platform called steam amigo,TRUE,2633,en,FALSE,FALSE,Positive,Positive,0.996,TRUE
300,"This game is a masterpiece. I originally finished Resident Evil 4 remake on console and soon moved to pc, the game never had a dull moment. The beauty of Leons face, the graphics, Ashley screaming 24-god-darn-7. The story is charming as well as the characters, Leon has BEEN loveable since his first appearance in RE2, but this new edition to his story as well as other character arcs makes the game so much more interesting, especially with the first play through.-- and one of the most underrated aspects. The soundtrack. RE4 OG had a wonderful soundtrack, serenity being one of capcoms most popular on spotify. With RE4 Remake, hell, even the main screens gentle music gave me goosebumps when listening for the first time, simply because music is VERY good at setting a mood.so. we all cracking leon right?",TRUE,2632,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
301,I had so much fun with this game and already want to replay it. Improved on the other games in pretty much every way. The combat system feels good with the ability to parry and use the environment. There was a lot of enemy variety and even the basic enemies had different weapons and reactions. It was more actiony than 2 but felt properly tense and stressful. You still have to manage your resources well especially since you can't store ammunition. I loved the addition of the merchant and the weapon upgrade system. There's a huge variety of weapons as well which lends itself to future playthroughs.One of my new favorite games. Highly recommend!Edited to add: it works pretty well on steam deck until you use the scope and then it drops the fps a lot. I still played it a fair bit on the steam deck and it was playable but it looked and played much better on my PC.,TRUE,2631,en,FALSE,FALSE,Positive,Positive,0.999,TRUE
302,Great remake. Adds so much more to the combat and levels. It's a lot harder than the original. Great job1,TRUE,2624,en,FALSE,FALSE,Positive,Positive,0.9784,TRUE
303,"Sank 13 hours in on my first day after buying it. Very addictive game, can't wait to finish it and play Separate Ways",TRUE,2617,en,FALSE,FALSE,Positive,Negative,0.9679,FALSE
304,"I remember playing this game on GameCube and loving it so much I bought it for PS2 then went through it what felt like hundreds of times. I'm glad they remade this masterpiece and even through in this remake Leon doesn't have the cheap one liners, we still love him just as much. As a wise man once said ""Where is everyone going, Bingo?""",TRUE,2607,en,FALSE,FALSE,Positive,Positive,0.999,TRUE
305,wacky as hell so much fun intriguing story,TRUE,2595,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
306,"The original is superior, but even for $40, it feels like a bargin. This is one of the best remakes I have ever played, with some of the funnest gameplay.",TRUE,2592,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
307,"After finishing Resident Evil Requiem, this is still the best game for me, and I feel that the final boss of RE4 is even more dramatic than old man Victor Gideon.",TRUE,2580,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
309,Amazing game and love playing Leon.,TRUE,2571,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
310,"The Best Action RE Experience not as much horror as I wanted but extremely solid Journey from first chapter to final with a unique take on the ""virus"" formula",TRUE,2559,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
311,It's just a damn good game.,TRUE,2552,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
312,"PC is the best bc Mods. amazing game, kinda heretical but I prefer the Remake over the Original (gameplay wise).",TRUE,2547,en,FALSE,FALSE,Positive,Positive,0.9879,TRUE
313,"A remake of one of the best games of all time, is itself one of the best games of all time. I cannot recommend RE4 enough, simply one of my all time favorites. Amazing graphics and top tier combat gameplay. Goes on sale for $20 frequently, do yourself a favor and play this game if you haven't already.",TRUE,2540,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
314,Great remake of a timeless classic!,TRUE,2524,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
315,Better than the original because Leon is a woke liberal,TRUE,2520,en,FALSE,FALSE,Positive,Positive,0.9975,TRUE
316,"[h1]Final Verdict: [b]95/100[/b][/h1][b]Exceptional: 95-100 (95-100%)[/b]Performance or gameplay significantly exceeds the passing mark.Represents a superior level of quality, remarkable gameplay, and an outstanding gaming experience.Highly Recommended -[h2]Player Opinion Steam Review[/h2][b]Gameplay Experience (22/25)[/b][i]Intuitive Controls - Easy to use.[/i] Very Difficult (+1) Difficult (+2) Moderate (+3) Easy (+4) Very Easy (+5)[i]Balanced Gameplay - Fair and equal.[/i] Poorly Balanced (+1) Somewhat Balanced (+2) Moderately Balanced (+3) Well Balanced (+4) Perfectly Balanced (+5)[i]Player Engagement - Involving and captivating.[/i] Not at all (+1) Slightly (+2) Moderately (+3) Very (+4) Extremely (+5)[i]Decision Relevance - Meaningful choices.[/i] Meaningless (+1) Not Meaningful (+2) Somewhat Meaningful (+3) Quite Meaningful (+4) Highly Meaningful (+5)[i]Rewarding Progression - Satisfying advancement.[/i] Very Unsatisfying (+1) Unsatisfying (+2) Neutral (+3) Satisfying (+4) Very Satisfying (+5)[b]Presentation & Immersion (25/25)[/b][i]Compelling Storyline - Engaging narrative.[/i] Not Interesting (+1) Slightly Interesting (+2) Moderately Interesting (+3) Very Interesting (+4) Extremely Interesting (+5)[i]Immersive Atmosphere - Captivating environment.[/i] Not Immersive (+1) Slightly Immersive(+2) Moderately Immersive (+3) Very Immersive (+4) Completely Immersive (+5)[i]Visual Aesthetics - Stunning graphics.[/i] Not Appealing (+1) Slightly Appealing (+2) Moderately Appealing (+3) Very Appealing (+4) Extremely Appealing (+5)[i]Audio Quality - High-quality sound.[/i] Not Engaging (+1) Slightly Engaging (+2) Moderately Engaging (+3) Very Engaging (+4) Extremely Engaging (+5)[i]Polished HUD - Clean and functional interface.[/i] Very Unfriendly (+1) Unfriendly (+2) Neutral (+3) Friendly (+4) Very Friendly (+5)[b]Design & Technical Aspects (24/25)[/b][i]Game Design - Well-crafted mechanics.[/i] Poorly Designed (+1) Somewhat Designed (+2) Moderately Designed (+3) Well Designed (+4) Excellently Designed (+5)[i]Content Quality - Rich and diverse.[/i] Poor Content (+1) Limited Content (+2) Moderate Content (+3) Extensive Content (+4) Abundant Content (+5)[i]AI Behavior - Intelligent and realistic.[/i] Very Poor (+1) Poor (+2) Average (+3) Good (+4) Excellent (+5)[i]Settings - Flexible and customizable.[/i] Very Limited (+1) Limited (+2) Moderate (+3) Flexible (+4) Highly Flexible (+5)[i]Technical Issues - Minimal or no problems.[/i] Numerous (+1) Moderate (+2) Limited (+3) Minor (+4) None (+5)[b]Final Considerations (24/25)[/b][i]Overall Satisfaction - General enjoyment level.[/i] Very Dissatisfied (+1) Dissatisfied (+2) Neutral (+3) Satisfied (+4) Very Satisfied (+5)[i]Microtransactions - In-game purchases.[/i] Extensive (+1) Substantial (+2) Moderate (+3) Minimal (+4) None (+5)[i]Replay Value - Longevity and replayability.[/i] Very Low (+1) Low (+2) Moderate (+3) High (+4) Very High (+5)[i]Cost-to-Play Ratio - Money spent vs hours played.[/i] Overpriced (+1) Poor Value (+2) Fair Value (+3) Good Value (+4) Excellent Value (+5)[i]Recommendation.[/i] No (+0) Yes (+5)",TRUE,2516,en,FALSE,FALSE,Positive,Positive,0.9701,TRUE
317,"Absolute banger of a game. I got a bit of whiplash from the genre shift from RE2, so I wasn't feeling it at the early game but just after the lake segment, that's when the game really started to shine for me. 9/10. And yes, as I expected, another helicopter crash. That's 3 RE games in a row",TRUE,2508,en,FALSE,FALSE,Positive,Positive,0.979,TRUE
318,"bought this game for full price when it came out, only played the game now and i wish i played it sooner. worth the 60 USD",TRUE,2484,en,FALSE,FALSE,Positive,Negative,0.8092,FALSE
319,"Its hard for me to leave this review because both this title and RE9 are on parwithout a doubt, the most recommended games right now for both new fans and veterans wanting to replay the 2005 version. This remake is massively improved and still looks superb in 2026; its clear the RE Engine still looks and performs great on many systems.As Im writing this, I havent finished it yet, but I can already say Im addictedits never boring. I haven't felt this way in a long time. This series is so good that I can easily recommend even the older titles to everyone. Capcom has missed the mark a few times, but they generally release quality games. Hats off to them, and I hope we get remakes for other older Resident Evil titles that were limited by the tech of their time. It would be great to see them with better frame rates and graphics. Oh man, I can't wait to dive into RE3 and then RE2 next. Ive caught the 'series fever' too! Good luck to everyone and all the best!",TRUE,2472,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
320,You get to kick hillbillies and save a hot girl while your hot ex is stalking you. 10/10.,TRUE,2446,en,FALSE,FALSE,Positive,Negative,0.9529,FALSE
321,It's the good.,TRUE,2440,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
322,"THERE ARE SEVERAL BOSS BATTLES, BUT I AM THE BOSS. THE OPTIMISATION IS GENUINE PEAK, CAN RUN IT ON A DAMN POTATO. THE RESIDENTS ARE NOT THAT EVIL. 10/10",TRUE,2435,en,FALSE,FALSE,Positive,Positive,0.9736,TRUE
323,"One of the best RE games ever, it's addictive",TRUE,2435,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
324,"Good atmosphere, mechanics, and replayability",TRUE,2434,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
325,Got it on a discount so worth it that i cant even ignore it. Enjoyed every single hour of it,TRUE,2433,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
326,"a great new version of this classic, the little things they changed from the OG game kept me on my toes and I love how it wasn't just a simple ""scale up"". They went in and completely redid this world, I love it-",TRUE,2433,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
327,"Amazing game!!! First I thought it was a bit boring at the beginning. But that is of course because its setting up the plot and story. It is amazing how through out the game it gets better and better, and I had some some really crazy jumpscares (saying as some one who doesnt get jumpscared easily). So if you really want to have a thrilling experience this is the game!Also the shopkeeper is such a funny guy",TRUE,2420,en,FALSE,FALSE,Positive,Positive,0.9993,TRUE
328,Ashley is so pretty,TRUE,2406,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
329,"The most re-playable resident evil game. The new+ game feature allows you to play with your previous game inventory which is of course fun because who does not want to enter the first village and start blasting everyone with overpowered weapons, the story is great, I know this remake is the reason many people entered the resident evil franchise, and I feel I know the reason... Regardless I have re-played the story countless times and played a bunch of mercenaries with my boy HUNK (he is the goat trust), I would highly recommend it but not as your first resident evil game. The best choice realistically is to start by the original 1996 game or well (the remastered version) or resident evil 0 to absorb the lore in a historically accurate way, but I would recommend you look at gameplay before you buy because they are very very niche. If you end up not liking those resident evil 2 is a sure fire way to absorb the lore and go arithmetically from there.",TRUE,2401,en,FALSE,FALSE,Positive,Positive,0.9973,TRUE
330,prime Leon Kennedy - sold,TRUE,2401,en,FALSE,FALSE,Positive,Negative,0.9689,FALSE
331,hands down the best remake in the franchise,TRUE,2390,en,FALSE,FALSE,Positive,Positive,0.9986,TRUE
332,A masterpiece. if you're not playing this then what are you even doing,TRUE,2386,en,FALSE,FALSE,Positive,Negative,0.696,FALSE
333,game good what're you buyin,TRUE,2383,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
334,Ashley My beloved,TRUE,2379,en,FALSE,FALSE,Positive,Positive,0.9994,TRUE
335,"Resident Evil 4 is an incredible reimagining of one of the most influential action-horror games ever made. It takes everything fans loved about the original and enhances it with modern visuals, improved gameplay, and a darker, more immersive atmosphere.Playing as Leon S. Kennedy, youre sent on a mission to rescue the presidents daughter, Ashley Graham, from a mysterious cult in rural Europe. The story is engaging from start to finish, with great pacing and plenty of memorable encounters that keep you hooked the entire time.The combat feels fantastic. Every weapon has weight and impact, and the improved movement and parry mechanics make encounters with enemies feel more intense and strategic. Facing off against the terrifying villagers infected by Las Plagas never gets old, especially when the action ramps up during the games larger battles and boss fights.Visually, the game is stunning. The environmentsfrom eerie villages to massive castlesare beautifully detailed and packed with atmosphere. The sound design and music also do an amazing job of building tension, making every new area feel unpredictable and dangerous.What really stands out is how well the remake balances horror and action. It keeps the intense, cinematic moments the original was known for while adding deeper gameplay and a more grounded tone. Longtime fans will appreciate how faithfully it honors the original, while new players get a polished, modern survival horror experience.Overall, Resident Evil 4 is a masterpiece of a remake and easily one of the best entries in the series. Its thrilling, atmospheric, and endlessly fun to playan absolute must for fans of action, horror, or great game design.",TRUE,2370,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
336,Absolutely PEAKAlso runs good even on lower tier computers,TRUE,2365,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
337,someone ran around Valdelobos pissing on everything important,TRUE,2365,en,FALSE,FALSE,Positive,Negative,0.9985,FALSE
338,This game is stupid good had a sour first run for whatever reason but went back through and thoroughly enjoyed it,TRUE,2364,en,FALSE,FALSE,Positive,Positive,0.9993,TRUE
339,"So good played the whole game Im now playing the DLC. Something really amazing about this game is that the chapters are so well designed not once did I need to google where to go or what to do , they knew how we would think and where we would go",TRUE,2363,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
340,"I shed a tear when Saddler said to leon: ""Leon, I am the Resident Evil 4 Deluxe Edition Steam, PS4/PS5, Xbox Series X/S $79.99"". 10/10",TRUE,2360,en,FALSE,FALSE,Positive,Positive,0.9795,TRUE
341,Full Game Walkthrough + DLC : https://youtu.be/7If9Rc82NvM,TRUE,2353,en,FALSE,FALSE,Positive,Negative,0.9948,FALSE
342,game of the year!!!,TRUE,2349,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
343,imagine taking one of the greatest and most foundational games ever made and turning it into an even better and more fun game,TRUE,2349,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
344,"Beautiful graphics, game runs great. Played RE 4 on the Wii my first time. This has been a way more enjoyable experience with PC controls. The Ashley Ai is kinda dumb; she wont follow very well in certain areas and she will stand in the way of you taking a shot.",TRUE,2342,en,FALSE,FALSE,Positive,Positive,0.9988,TRUE
346,great game good characters and graohics. Had a few crashes that requires a PC restart near the end game other that that all was OK,TRUE,2336,en,FALSE,FALSE,Positive,Positive,0.9975,TRUE
347,Hands down the best RE. DLC is great too. What a mistake I made dodging this series.,TRUE,2327,en,FALSE,FALSE,Positive,Negative,0.9977,FALSE
348,Greatest remake of all time,TRUE,2326,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
349,I prefer the original's cutscenes and tone but otherwise it's actually a better game. which is crazy for me to say,TRUE,2311,en,FALSE,FALSE,Positive,Positive,0.9572,TRUE
350,The Residents are sure evil and the bio are hazardous,TRUE,2310,en,FALSE,FALSE,Positive,Negative,0.9988,FALSE
351,This chapter of the series is way bigger than I could've possibly imagined holy,TRUE,2307,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
353,Better than the OG. Fight me.,TRUE,2303,en,FALSE,FALSE,Positive,Positive,0.9991,TRUE
354,buy RE9 after this,TRUE,2300,en,FALSE,FALSE,Positive,Negative,0.9878,FALSE
355,HeLp mE lEoN-OG re4 Ashley...RIP,TRUE,2292,en,FALSE,FALSE,Positive,Negative,0.9727,FALSE
356,"Capcom keeps releasing bangers, This game is a masterpiece.",TRUE,2282,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
357,This is such a gasssss game... Defintely worth the time and struggles and really challenging,TRUE,2281,en,FALSE,FALSE,Positive,Positive,0.9991,TRUE
358,get ready to ki11 and di3,TRUE,2281,en,FALSE,FALSE,Positive,Negative,0.9849,FALSE
359,yeah its good,TRUE,2279,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
360,"Perfect game, need justice for mike though :(",TRUE,2278,en,FALSE,FALSE,Positive,Positive,0.9975,TRUE
361,Really fun to play. A bit more on the action side but still has enough horror elements.,TRUE,2275,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
362,"[h1] 9/10 [/h1]Among the best entries in Resident Evil, the remakes have always stood out for better and for worse. They allow newcomers to access a wonderful franchise without having to power through old, janky mechanics that don't really fly in this day and age anymore. With the success of Resident Evil 2 Remake (and the not so success of Resident Evil 3 Remake) Resident Evil 4 was inevitably going to be remade as well. After playing the remake twice now without even touching the OG, it's hard for me not to say that this is the ultimate way to experience the game. Does that make Resident Evil 4 (2005) a bad game? Not at all. But considering that this is the highest rated Resident Evil, you just want to call this superior. Everything in this game has been scientifically designed to be as addictive as humanly possible, from something as simple as treasure hunting by frequently checking the map like a crack addict to the horrible shooting range that makes me wanna die (seriously whoever designed 2-A has gotta go.) I was unfortunately subject to a lot of graphical screen-tearing throughout my playthrough, alongside an abundance of crashes, screen flickering like crazy when I opened the game, and having to manually switch the game over to my primary monitor when it would randomly open on my secondary monitor for no reason. Also with my specs I was quite surprised at how demanding it was for my computer, I rarely have to turn down games graphically to help stabilize FPS or other graphical anomalies, but these problems are nothing issues due to the game being overall fantastic. Speaking briefly about Separate Ways, it honestly enhanced my love for the game even more. Being able to watch Leon's adventure through Ada's eyes while dealing with your own adventure as her made me nerd out a couple times, it was very cool to learn Ada was the one who rung the bell to save Leon from the initial village siege. Cool stuff like that happened the entire DLC, these things are one of the many reasons I love Outlast: Whistleblower.",TRUE,2273,en,FALSE,FALSE,Positive,Positive,0.9968,TRUE
363,"After the removal of Denuvo & Enigma DRM I can recommend this game. There was no need for DRM that can cripple others hardware, yes I know it won't affect me much since I have a pretty beefy rig but it ruins entry level hardware.Aside from that, this game is radically different front the original RE4. I recommend playing RE4(2005) with the HD project mod then play this. Both are great in their own way but 2005 RE4 should be the first time go for people new to RE4 unless for some reason the tank controls bother you too much.",TRUE,2271,en,FALSE,FALSE,Positive,Negative,0.9905,FALSE
364,"misleading title, there's definitely more than 4 evil residents",TRUE,2266,en,FALSE,FALSE,Positive,Negative,0.9953,FALSE
365,good game. great story. luis is the goat. i love you ada <3!!,TRUE,2263,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
366,yes but pls remove ashley in professional mode,TRUE,2258,en,FALSE,FALSE,Positive,Negative,0.9966,FALSE
367,Absolute masterpiece and must play game!,TRUE,2255,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
368,I find it silly to recommend this game. It's a flawless remake of an all-time classic. A must-play.,TRUE,2255,en,FALSE,FALSE,Positive,Positive,0.999,TRUE
369,good game but please god do not play professional.,TRUE,2248,en,FALSE,FALSE,Positive,Negative,0.9817,FALSE
370,"10 ""what're ya buyin' stranger?""s out of 10. Freaky but not too freaky and roundhouse kicking cultists never gets boring.",TRUE,2248,en,FALSE,FALSE,Positive,Positive,0.9945,TRUE
371,"goated remake of a goated classic genre defining game, but not a substitute for the original, changes the tone to be darker, but both visions of the same story deserve to be played because both versions of the game are awesome.",TRUE,2227,en,FALSE,FALSE,Positive,Negative,0.9654,FALSE
372,Amazing game! My first Resident Evil game and I had genuinely so much fun playing (when not fighting against  annoying ass regenerador(IHATETHEMIHATETHEM)).,TRUE,2219,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
373,the most fun and replayable Resident Evil,TRUE,2219,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
374,"amazing game, love ashley and luis<3",TRUE,2212,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
375,"Gameplay is great but story-wise, not so much.",TRUE,2210,en,FALSE,FALSE,Positive,Negative,0.9265,FALSE
376,these residents are kinda evil,TRUE,2208,en,FALSE,FALSE,Positive,Negative,0.9984,FALSE
377,"Went into the final fight expecting a big finale, didn't expect the rpg to send the big guy to the bingo dimension. 10/10",TRUE,2204,en,FALSE,FALSE,Positive,Negative,0.9087,FALSE
378,"I love the remakes. I liked the original 4 well enough, but I love the added polish of the remake. Ashley is less annoying and actually feels like her own person (and an adult), Luis comes across as likeable and charming instead of a creep, I do miss some of Leon's stupid lines but he still keeps his humour, the merchant is fun and mysterious as ever, and Ada is the MVP as always. I honestly don't know what they could have done better. 10/10",TRUE,2202,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
379,"Top 10 game remakes of all time, insane game.",TRUE,2197,en,FALSE,FALSE,Positive,Positive,0.9986,TRUE
380,"this game is very good, i will recomendded this game to my other friends",TRUE,2196,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
381,"The best. I always choose open world games, but this game made me realise there is more fun to be had other than open world",TRUE,2194,en,FALSE,FALSE,Positive,Positive,0.9986,TRUE
382,kinda wished it was bingo,TRUE,2180,en,FALSE,FALSE,Positive,Negative,0.9961,FALSE
383,I already beat this game on PS5 in 2023. Now I bought the Gold edition on Steam after Capcom removed both Denuvo and Engima DRM. The game performs so smooth on Steam Deck now. It might deserve a permanent slot on my Deck from now on.,TRUE,2178,en,FALSE,FALSE,Positive,Positive,0.9934,TRUE
385,"as a person who has played the original re4, this is just chefs kiss",TRUE,2174,en,FALSE,FALSE,Positive,Positive,0.9769,TRUE
386,"It's honestly more than peak. In fact, i have no words to describe how fond i actually am of this, and ""peak' isn't doing it justice in the slightest. So even if i know it's not enough i hope my admiration makes up for it.",TRUE,2172,en,FALSE,FALSE,Positive,Positive,0.9861,TRUE
387,"One of the best Resident Evil Games we've got so far:Story 10/10Soundtrack 11/10 including Leon's occasional jokesGameplay 8/10 because of the puzzles and because Ashley is a pain in the ass, the rest is greatGraphics 10/10Best Boss fight is certainly Krauser- PEAK VillainOverall a great game",TRUE,2170,en,FALSE,FALSE,Positive,Positive,0.9978,TRUE
388,"From the moment you start playing this game it becomes impossible to put down.I found myself slipping back into 2005 all over again telling my wife, one more chapter babe then I'll come to bed.",TRUE,2158,en,FALSE,FALSE,Positive,Negative,0.9941,FALSE
389,They were NOT going to Bingo.,TRUE,2157,en,FALSE,FALSE,Positive,Negative,0.9975,FALSE
390,This is the greatest game of all time.,TRUE,2156,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
391,A fun village game with weird villagers. Definitely a hit with villagers.,TRUE,2151,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
392,i love it... i like this game so much.,TRUE,2150,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
393,"Hypothetically, if i had more classes I would of skipped lectures Play this game, scary but not scary to play as i struggle with, Great fair combat and intresting choices to make aroudn guns and inventory managemnt. Wiosh there was more bqacktracking tho to prior areas as it felt to linear at times but also pretty long at times espeacially towards end but could just be expecting a shorter one first run to make more runs more appealing due to time of course",TRUE,2149,en,FALSE,FALSE,Positive,Negative,0.9963,FALSE
394,played this with one hand,TRUE,2147,en,FALSE,FALSE,Positive,Negative,0.822,FALSE
395,"I love this game. Is it perfect? No, Leon wasn't invited to bingo.",TRUE,2144,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
396,Goated remake and super fun action experience. One of the best entries in the saga.,TRUE,2141,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
397,Give Ashley back her assets!,TRUE,2140,en,FALSE,FALSE,Positive,Positive,0.9847,TRUE
398,"RE4make was one of the best remakes ever made when i played it on ps4 when it came out, just as fun replaying it now in 2026. I still highly recommend playing the original game first, as I think its equally good in many ways, but to me this stands as one of the most fun action games ever made full stop",TRUE,2140,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
399,"No man woman or child should have to live a life where they have not experienced this game for themselves atleast once, peak is a gross understatement.",TRUE,2137,en,FALSE,FALSE,Positive,Negative,0.9991,FALSE
400,oh man these residents are hella evil,TRUE,2135,en,FALSE,FALSE,Positive,Negative,0.9971,FALSE
401,best action horror ever,TRUE,2134,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
402,"Gun rhymes with fun for a reason, stranger",TRUE,2128,en,FALSE,FALSE,Positive,Positive,0.9838,TRUE
403,"One of the greatest action games of all time. Super fun to play, looks amazing, and the writing hits the right spot of camp and silliness. Not the scariest Resident Evil game, but the most fun by far.",TRUE,2126,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
404,"This game is so good, the pacing, the intensity, gameplay, and everything else really captures a survival action horror game which makes it a lot of fun",TRUE,2125,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
405,"Banger, fun from start to finish. Just now getting to playthroughs on professional difficulty and trying to get the rest of the challenges whilst falling in love all over again.",TRUE,2125,en,FALSE,FALSE,Positive,Positive,0.9965,TRUE
406,"Ive only played the remakes, and Resident Evil 4 is my favorite so far. I like how they adjusted the gameplay mechanics and added more action compared to the remakes of Resident Evil 2 and Resident Evil 3. Its also a bit longer than those two, which I like. That said, some locations in the game look graphically worse than in the other two remakes, even at max settings, for some reason.",TRUE,2123,en,FALSE,FALSE,Positive,Negative,0.9787,FALSE
407,Playing after RE9. Wish I played this first. Leon is HOTTTTTTTTTTTTTTT.,TRUE,2123,en,FALSE,FALSE,Positive,Negative,0.9886,FALSE
408,its realy awesome so i recomend it to hard core gamers,TRUE,2112,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
410,"Just amazing. I feel RE2 gets you to like the characters, while RE4 makes you love them. What more could I possibly say that hasn't already been said? So much fun to play, while looking and running incredibly.Capcom has pulled me in big time.",TRUE,2091,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
411,"After finishing RE9 Requiem and you return to RE4 you just realize that RE4 is and always will be the GOAT. More fluid gameplay, more stuff to to, better risk and reward combat, better unlockables. Just love it.",TRUE,2091,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
412,These Residents are indeed Evil.,TRUE,2090,en,FALSE,FALSE,Positive,Negative,0.9609,FALSE
413,"RE4 Remake blows all the expectations out of the water. Everything is done extremely well and the replay value is easily towards the top of the franchise.Gameplay is great, graphics are superb, and the story is just as campy and ridiculous as the original.Then you add in the improved Separate Ways DLC and you have a complete package of an RE game.",TRUE,2084,en,FALSE,FALSE,Positive,Positive,0.9962,TRUE
414,Discovered this game through ZachHazard and MikeBurnFire and I am so glad I did. This game is a blast.,TRUE,2069,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
415,"This game is really great. I loved the way this game flows and introduces new mechanics that were not in previous RE games I played. The combat in this game felt much less restrictive. I had a ton of fun exploring ways to overcome some of the enemies in this game, especially in the later half of the game. The weapon upgrades were my favorite aspect of this game. I loved how the player got to choose what weapons they could use and upgrade. I cannot wait to play through this game a second time on professional mode to see how well I fare. Overall, I would give this game a 9.5/10",TRUE,2068,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
416,it's one of best games of all time u will had a good time with this game,TRUE,2063,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
417,Parried and dropped kicked my wife and unborn child just like Leon taught me.,TRUE,2062,en,FALSE,FALSE,Positive,Positive,0.8501,TRUE
418,this is a top 3 resident evil game it is so good buy it now,TRUE,2058,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
